Country,1 category,2 category,Product,Year,Income in USD
Surinam,No minero,Productos del mar,Resto Productos del mar,2020,0
Surinam,No minero,Productos del mar,Salmones y truchas,2020,4115,46
Surinam,No minero,Otros productos relevantes,Abonos,2020,46708,21
Surinam,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,0
Belice,No minero,Forestales y sus derivados,Celulosa,2020,820463,45
Belice,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,604,8
Belice,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Belice,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Belice,No minero,Otros alimentos,Resto Otros alimentos,2020,458473,63
Belice,No minero,Otros alimentos,Leche y otros productos lácteos,2020,0
Belice,No minero,Vitivinícola,Vinos,2020,185828,4
Belice,No minero,Vitivinícola,Vinos espumosos,2020,34697,6
Belice,No minero,Resto No minería,Resto No minería,2020,127663,7
Belice,No minero,Otros productos relevantes,Medicamentos,2020,198728,59
Belice,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,51480,68
Belice,No minero,Frutas y frutos ,Frambuesas y moras,2020,0
Belice,Minero,Minería,Resto Minería,2020,6286
Territorio Francés en América,No minero,Frutas y frutos ,Uvas ,2020,773460,4
Territorio Francés en América,No minero,Frutas y frutos ,Manzanas,2020,547057,05
Territorio Francés en América,No minero,Frutas y frutos ,Duraznos y nectarinas,2020,66242,03
Territorio Francés en América,No minero,Frutas y frutos ,Cerezas,2020,53360
Territorio Francés en América,No minero,Frutas y frutos ,Ciruelas,2020,37473,63
Territorio Francés en América,No minero,Frutas y frutos ,Peras,2020,60504,14
Territorio Francés en América,No minero,Frutas y frutos ,Kiwis,2020,20229,24
Territorio Francés en América,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,836694,98
Territorio Francés en América,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,763,11
Territorio Francés en América,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Territorio Francés en América,No minero,Resto No minería,Resto No minería,2020,55425,34
Territorio Francés en América,No minero,Otros alimentos,Resto Otros alimentos,2020,35051,75
Territorio Francés en América,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Territorio Francés en América,No minero,Otros alimentos,Cecinas y embutidos,2020,0
Territorio Francés en América,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,0
Territorio Francés en América,No minero,Productos del mar,Salmones y truchas,2020,0
Territorio Francés en América,No minero,Vitivinícola,Vinos,2020,31870,06
Territorio Francés en América,No minero,Vitivinícola,Mostos de uva,2020,0
Territorio Francés en América,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,0
Liberia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,0
Liberia,No minero,Vitivinícola,Vinos,2020,700811,55
Liberia,No minero,Vitivinícola,Vinos espumosos,2020,3776,45
Liberia,No minero,Productos del mar,Jureles,2020,278687
Liberia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Liberia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Liberia,No minero,Otros alimentos,Carnes de ave,2020,0
Liberia,No minero,Otros alimentos,Leche y otros productos lácteos,2020,0
Liberia,No minero,Otros alimentos,Carnes de porcino,2020,0
Liberia,No minero,Resto No minería,Resto No minería,2020,0
Papua Nueva Guinea,No minero,Resto No minería,Resto No minería,2020,0
Papua Nueva Guinea,No minero,Otros alimentos,Resto Otros alimentos,2020,70560
Papua Nueva Guinea,No minero,Productos del mar,Salmones y truchas,2020,0
Congo,No minero,Resto No minería,Resto No minería,2020,1080941,49
Congo,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,500058
Congo,No minero,Productos del mar,Jureles,2020,333358
Congo,No minero,Otros alimentos,Carnes de ave,2020,142346,14
Congo,No minero,Otros alimentos,Carnes de porcino,2020,34778,71
Congo,No minero,Otros alimentos,Resto Otros alimentos,2020,132
Congo,No minero,Vitivinícola,Vinos,2020,39060
Congo,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,141,1
Croacia,No minero,Frutas y frutos ,Ciruelas,2020,914864,49
Croacia,No minero,Frutas y frutos ,Arándanos,2020,849348,43
Croacia,No minero,Vitivinícola,Vinos,2020,206892,03
Croacia,No minero,Vitivinícola,Mostos de uva,2020,0
Croacia,No minero,Vitivinícola,Vinos espumosos,2020,43,19
Croacia,No minero,Resto No minería,Resto No minería,2020,32447
Croacia,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,177046,23
Croacia,No minero,Otros alimentos,Resto Otros alimentos,2020,0
Croacia,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,33,8
Croacia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,121,18
Croacia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,3,5
Croacia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,1628,17
Croacia,No minero,Otros productos relevantes,Medicamentos,2020,0
Aruba,No minero,Vitivinícola,Vinos,2020,263523,04
Aruba,No minero,Vitivinícola,Vinos espumosos,2020,6660
Aruba,No minero,Resto No minería,Resto No minería,2020,208378,15
Aruba,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,91770,21
Aruba,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,45982,5
Aruba,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,60,71
Aruba,No minero,Productos del mar,Salmones y truchas,2020,31645,95
Aruba,No minero,Productos del mar,Bacalaos,2020,245458,99
Aruba,No minero,Productos del mar,Resto Productos del mar,2020,25165,76
Aruba,No minero,Otros alimentos,Resto Otros alimentos,2020,162218,06
Aruba,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,0
Aruba,No minero,Otros alimentos,Leche y otros productos lácteos,2020,0
Aruba,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,7186,4
Aruba,Minero,Minería,Resto Minería,2020,0
Martinica,No minero,Frutas y frutos ,Uvas ,2020,587134,63
Martinica,No minero,Frutas y frutos ,Manzanas,2020,190405,92
Martinica,No minero,Frutas y frutos ,Duraznos y nectarinas,2020,94403,4
Martinica,No minero,Frutas y frutos ,Ciruelas,2020,33957,82
Martinica,No minero,Frutas y frutos ,Kiwis,2020,22742,68
Martinica,No minero,Frutas y frutos ,Cerezas,2020,33818
Martinica,No minero,Frutas y frutos ,Peras,2020,14408,92
Martinica,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,0
Martinica,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,104983,45
Martinica,No minero,Otros alimentos,Carnes de otras especies,2020,0
Martinica,No minero,Otros alimentos,Hortalizas y tubérculos,2020,0
Martinica,No minero,Vitivinícola,Vinos,2020,22437,75
Martinica,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,20487,54
Martinica,No minero,Resto No minería,Resto No minería,2020,0
Polinesia Francesa,No minero,Otros alimentos,Resto Otros alimentos,2020,459259,66
Polinesia Francesa,No minero,Otros alimentos,Carnes de otras especies,2020,0
Polinesia Francesa,No minero,Otros alimentos,Jugos de frutas, frutos y hortalizas,2020,47322,55
Polinesia Francesa,No minero,Vitivinícola,Vinos,2020,83001,31
Polinesia Francesa,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,123965,05
Polinesia Francesa,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,30
Polinesia Francesa,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,14,29
Polinesia Francesa,No minero,Frutas y frutos ,Cerezas,2020,30031
Polinesia Francesa,No minero,Frutas y frutos ,Duraznos y nectarinas,2020,2807,73
Polinesia Francesa,No minero,Frutas y frutos ,Ciruelas,2020,1295,87
Polinesia Francesa,No minero,Productos del mar,Salmones y truchas,2020,50149,01
Polinesia Francesa,No minero,Productos del mar,Bacalaos,2020,0
Polinesia Francesa,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,0
Polinesia Francesa,No minero,Productos del mar,Moluscos,2020,0
Polinesia Francesa,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,5121,57
Polinesia Francesa,No minero,Resto No minería,Resto No minería,2020,14359,59
Polinesia Francesa,No minero,Otros productos relevantes,Medicamentos,2020,0
Polinesia Francesa,No minero,Otros productos relevantes,Abonos,2020,0
Antigua y Barbuda,No minero,Vitivinícola,Vinos,2020,317901,69
Antigua y Barbuda,No minero,Vitivinícola,Vinos espumosos,2020,0
Antigua y Barbuda,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,415811,81
Antigua y Barbuda,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Antigua y Barbuda,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,0
Antigua y Barbuda,No minero,Otros alimentos,Resto Otros alimentos,2020,239964,25
Antigua y Barbuda,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,0
Antigua y Barbuda,No minero,Resto No minería,Resto No minería,2020,5739
Antigua y Barbuda,No minero,Otros productos relevantes,Abonos,2020,0
Antigua y Barbuda,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,0
Zambia,No minero,Resto No minería,Resto No minería,2020,42091,21
Zambia,No minero,Otros productos relevantes,Neumáticos,2020,0
Zambia,No minero,Vitivinícola,Vinos,2020,36358
Zambia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Zambia,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,93,83
Mongolia,No minero,Resto No minería,Resto No minería,2020,444431,14
Mongolia,No minero,Frutas y frutos ,Uvas ,2020,245390,16
Mongolia,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,67840,06
Mongolia,No minero,Frutas y frutos ,Ciruelas,2020,72850
Mongolia,No minero,Frutas y frutos ,Nueces de nogal,2020,24311,78
Mongolia,No minero,Frutas y frutos ,Manzanas,2020,0
Mongolia,No minero,Vitivinícola,Vinos,2020,93260
Mongolia,No minero,Vitivinícola,Vinos espumosos,2020,13058
Mongolia,No minero,Otros alimentos,Resto Otros alimentos,2020,0
Mongolia,No minero,Otros productos relevantes,Semillas para siembra,2020,0
Mongolia,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,135
Mongolia,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,219
Guinea,No minero,Resto No minería,Resto No minería,2020,229605,36
Guinea,No minero,Productos del mar,Jureles,2020,165470
Guinea,No minero,Otros alimentos,Carnes de ave,2020,253651,05
Guinea,No minero,Vitivinícola,Vinos,2020,0
Guinea,No minero,Vitivinícola,Vinos espumosos,2020,0
Guinea,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Gabón,No minero,Otros alimentos,Carnes de ave,2020,351457,22
Gabón,No minero,Productos del mar,Jureles,2020,84830
Gabón,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,63240
Gabón,No minero,Vitivinícola,Vinos,2020,27753,6
Gabón,No minero,Frutas y frutos ,Uvas ,2020,0
Gabón,No minero,Frutas y frutos ,Arándanos,2020,0
Gabón,No minero,Resto No minería,Resto No minería,2020,4047,6
Gabón,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,80,51
Gabón,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,180
Santa Lucía (Islas  Occidentales),No minero,Vitivinícola,Vinos,2020,127456,24
Santa Lucía (Islas  Occidentales),No minero,Vitivinícola,Vinos espumosos,2020,0
Santa Lucía (Islas  Occidentales),No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,231343,18
Santa Lucía (Islas  Occidentales),No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,0
Santa Lucía (Islas  Occidentales),No minero,Otros alimentos,Resto Otros alimentos,2020,175328,35
Santa Lucía (Islas  Occidentales),No minero,Resto No minería,Resto No minería,2020,75657,93
Santa Lucía (Islas  Occidentales),No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,30178
Santa Lucía (Islas  Occidentales),No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,0
Brunei,No minero,Productos del mar,Salmones y truchas,2020,903588,54
Brunei,No minero,Productos del mar,Resto Productos del mar,2020,26891,99
Brunei,No minero,Productos del mar,Bacalaos,2020,24708,11
Brunei,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,1059,65
Brunei,No minero,Frutas y frutos ,Cerezas,2020,0
Brunei,No minero,Resto No minería,Resto No minería,2020,974,77
Brunei,No minero,Vitivinícola,Vinos,2020,0
Brunei,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Siria,No minero,Frutas y frutos ,Nueces de nogal,2020,932139,55
Siria,No minero,Resto No minería,Resto No minería,2020,0
Siria,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,0,23
Islas Caymán,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,109365,59
Islas Caymán,No minero,Vitivinícola,Vinos,2020,127469,34
Islas Caymán,No minero,Vitivinícola,Vinos espumosos,2020,11787,04
Islas Caymán,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
Islas Caymán,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,0
Islas Caymán,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Islas Caymán,No minero,Otros productos relevantes,Abonos,2020,0
Islas Caymán,No minero,Resto No minería,Resto No minería,2020,367
Islas Marianas del Norte,No minero,Otros alimentos,Cecinas y embutidos,2020,643800,07
Islas Marianas del Norte,No minero,Otros alimentos,Carnes de ave,2020,0
República Eslovaca,No minero,Frutas y frutos ,Ciruelas,2020,744043,6
República Eslovaca,No minero,Frutas y frutos ,Nueces de nogal,2020,265411
República Eslovaca,No minero,Frutas y frutos ,Uvas ,2020,208171
República Eslovaca,No minero,Vitivinícola,Vinos,2020,502700,18
República Eslovaca,No minero,Resto No minería,Resto No minería,2020,248920,02
República Eslovaca,No minero,Otros alimentos,Miel,2020,0
República Eslovaca,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,63096,93
República Eslovaca,No minero,Forestales y sus derivados,Papel y cartón y sus manufacturas,2020,50
República Eslovaca,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,4
Azerbaiyan,No minero,Frutas y frutos ,Nueces de nogal,2020,127731,31
Azerbaiyan,No minero,Frutas y frutos ,Ciruelas,2020,117546,84
Azerbaiyan,No minero,Frutas y frutos ,Resto Frutas y frutos ,2020,146768,72
Azerbaiyan,No minero,Frutas y frutos ,Kiwis,2020,32040
Azerbaiyan,No minero,Frutas y frutos ,Uvas ,2020,0
Azerbaiyan,No minero,Productos del mar,Salmones y truchas,2020,270271,34
Azerbaiyan,No minero,Exportación de servicios calificados por Aduanas,Exportación de servicios calificados por Aduanas,2020,26191,95
Azerbaiyan,No minero,Resto No minería,Resto No minería,2020,500
Azerbaiyan,No minero,Vitivinícola,Vinos,2020,0
Fiji,No minero,Productos del mar,Conservas y preparaciones de pescados y mariscos,2020,134862
Fiji,No minero,Productos del mar,Salmones y truchas,2020,0
Fiji,No minero,Vitivinícola,Vinos,2020,127202,03
Fiji,No minero,Vitivinícola,Vinos espumosos,2020,3700
Fiji,No minero,Otros alimentos,Resto Otros alimentos,2020,91165,5
Fiji,No minero,Resto No minería,Resto No minería,2020,440,4
Fiji,No minero,Forestales y sus derivados,Madera y sus manufacturas,2020,0
Fiji,No minero,Forestales y sus derivados,Resto Forestales y sus derivados,2020,0
